Roll_S1,Pitch_S1,Yaw_S1,Roll_S2,Pitch_S2,Yaw_S2,Roll_S3,Pitch_S3,Yaw_S3,Miscare,Time
-54.12,-34.27,18.31,-32.31,-45.73,6.81,-1.48,30.03,-0.28,Write_book_Abnormal,339.38
-54.09,-33.82,17.96,-32.03,-45.77,6.81,-1.47,29.89,0.06,Write_book_Abnormal,339.4
-54.4,-34.3,18.33,-32.06,-45.86,6.81,-1.56,29.28,-0.19,Write_book_Abnormal,339.42
-54.43,-33.61,18.76,-31.98,-46,6.81,-1.47,29.13,0.02,Write_book_Abnormal,339.44
-54.47,-33.76,19.29,-31.96,-45.89,6.81,-1.61,29.22,0.02,Write_book_Abnormal,339.46
-54.6,-33.82,19.36,-31.9,-46.04,6.81,-1.56,29.08,-0.07,Write_book_Abnormal,339.48
-54.72,-33.98,18.46,-31.87,-46.22,6.81,-1.54,28.79,-0.16,Write_book_Abnormal,339.5
-55.01,-33.22,19.4,-31.62,-46.27,6.81,-1.55,28.51,-0.19,Write_book_Abnormal,339.52
-54.75,-32.86,19.1,-31.18,-46.42,6.81,-1.43,29.01,-0.12,Write_book_Abnormal,339.54
-54.9,-33.19,18.67,-31.5,-46.42,6.81,-1.42,29.07,-0.03,Write_book_Abnormal,339.56
-54.75,-33.42,19.22,-31.42,-46.39,6.81,-1.4,29.32,-0.08,Write_book_Abnormal,339.58
-54.67,-33.27,19.07,-31.35,-46.53,6.81,-1.3,29.26,0.04,Write_book_Abnormal,339.6
-54.57,-33.15,19.2,-31.27,-46.5,6.81,-1.05,29.09,0.2,Write_book_Abnormal,339.62
-55.03,-33.15,18.96,-31.12,-46.79,6.81,-1.16,28.43,-0.01,Write_book_Abnormal,339.64
-54.92,-33.42,19.23,-31.47,-46.75,6.81,-1.35,28.5,-0.27,Write_book_Abnormal,339.66
-54.97,-33.22,18.76,-31.23,-46.66,6.81,-1.51,28.53,-0.12,Write_book_Abnormal,339.68
-55.21,-32.87,19.15,-30.95,-46.67,6.81,-1.47,28.38,-0.17,Write_book_Abnormal,339.7
-55.18,-32,19.31,-30.45,-46.73,6.81,-1.35,28.32,0.03,Write_book_Abnormal,339.72
-55.17,-33.58,19.18,-31.46,-46.82,6.81,-1.32,28.52,-0.18,Write_book_Abnormal,339.74
-54.94,-33.38,19.55,-31.62,-46.87,6.81,-1.09,28.63,-0.09,Write_book_Abnormal,339.76
-55.04,-32.69,19.36,-30.66,-46.85,6.81,-1.14,28.9,-0.07,Write_book_Abnormal,339.78
-54.63,-32.99,19.43,-30.99,-46.83,6.81,-1.15,29.2,-0.04,Write_book_Abnormal,339.8
-54.76,-34.1,18.75,-31.59,-46.95,6.81,-1.12,28.9,0.05,Write_book_Abnormal,339.82
-55.22,-33.21,18.74,-31.2,-46.93,6.81,-1.1,28.24,-0.12,Write_book_Abnormal,339.84
-55.14,-32.5,18.94,-30.95,-46.93,6.81,-1.35,28.27,-0.1,Write_book_Abnormal,339.86
-55.19,-33.54,19.03,-31.23,-46.88,6.81,-1.45,28.16,-0.21,Write_book_Abnormal,339.88
-55.28,-31.92,19.51,-30.25,-47.13,6.81,-1.14,28.25,0.24,Write_book_Abnormal,339.9
-55.54,-33.14,19.26,-31.67,-46.96,6.81,-1.49,28.06,-0.24,Write_book_Abnormal,339.92
-55.32,-32.58,19.98,-30.7,-47.06,6.81,-1.26,28.57,-0.13,Write_book_Abnormal,339.94
-55.4,-32.89,19.13,-30.94,-46.85,6.81,-1.51,28.53,-0.17,Write_book_Abnormal,339.96
-55.42,-32.87,18.69,-30.98,-46.97,6.81,-1.44,28.35,-0.05,Write_book_Abnormal,339.98
-55.54,-32.66,19.1,-30.52,-47.04,6.81,-1.56,28.09,-0.11,Write_book_Abnormal,340
-55.41,-32.19,19.23,-30.34,-46.98,6.81,-1.44,28.16,0.19,Write_book_Abnormal,340.02
-55.56,-31.46,19.31,-30.09,-47.03,6.81,-1.42,28.03,0.04,Write_book_Abnormal,340.04
-55.63,-32.69,19.98,-30.83,-47.15,6.81,-1.52,27.64,-0.13,Write_book_Abnormal,340.06
-55.92,-32.12,19.84,-30.11,-47.34,6.81,-1.55,27.36,-0.11,Write_book_Abnormal,340.08
-55.64,-31.68,19.76,-30.1,-47.16,6.81,-1.56,27.62,-0.11,Write_book_Abnormal,340.1
-55.43,-32.4,19.52,-30.46,-47.19,6.81,-1.41,28.17,0.03,Write_book_Abnormal,340.12
-55.86,-33.21,19.43,-30.54,-47.24,6.81,-1.54,27.76,-0.3,Write_book_Abnormal,340.14
-55.63,-32.22,18.78,-30.22,-47.29,6.81,-1.41,28.21,0.02,Write_book_Abnormal,340.16
-55.71,-32.43,19.97,-30.47,-47.06,6.81,-1.62,27.97,-0.13,Write_book_Abnormal,340.18
-55.66,-31.87,19.35,-30.27,-47.12,6.81,-1.5,27.74,0.02,Write_book_Abnormal,340.2
-55.21,-33.57,20.02,-30.79,-46.96,6.81,-0.96,25.76,1.28,Write_book_Abnormal,340.22
-52.51,-36.9,18.86,-36.02,-43.22,6.81,-2.78,31.89,0.18,Write_book_Abnormal,340.24
-51.67,-36.44,18.7,-35.38,-43.18,6.81,-2.35,33.11,-0.69,Write_book_Abnormal,340.26
-51.35,-36.65,17.29,-36.04,-43.3,6.81,-2.22,32.74,-0.89,Write_book_Abnormal,340.28
-13.7,-74.94,-0.71,-70.03,-18.68,6.81,2.2,72.18,-0.35,Write_PC_Normal,340.3
-16.58,-72.85,0.39,-70.35,-19.52,6.81,-0.78,69.05,-0.23,Write_PC_Normal,340.32
-16.59,-73.24,0.74,-70.53,-19.47,6.81,-0.72,69.08,-0.22,Write_PC_Normal,340.34
-16.52,-73.1,0.95,-70.51,-19.42,6.81,-0.65,69.17,-0.24,Write_PC_Normal,340.36
-16.41,-73.26,1.09,-70.79,-19.39,6.81,-0.52,69.29,-0.26,Write_PC_Normal,340.38
-16.24,-73.19,1.25,-70.6,-19.37,6.81,-0.3,69.5,-0.24,Write_PC_Normal,340.4
-16.16,-73.31,1.28,-70.62,-19.36,6.81,-0.16,69.59,-0.2,Write_PC_Normal,340.42
-16.14,-73.1,1.08,-70.79,-19.31,6.81,-0.12,69.63,-0.15,Write_PC_Normal,340.44
-16.17,-72.96,0.57,-70.63,-19.29,6.81,-0.24,69.65,-0.11,Write_PC_Normal,340.46
-16.16,-73.21,0.35,-70.73,-19.26,6.81,-0.52,69.69,-0.1,Write_PC_Normal,340.48
-16.14,-73.34,0.4,-70.79,-19.25,6.81,-0.51,69.82,-0.13,Write_PC_Normal,340.5
-16.18,-72.7,0.62,-70.57,-19.27,6.81,-0.28,69.94,-0.15,Write_PC_Normal,340.52
-16.19,-73.06,0.54,-70.37,-19.32,6.81,-0.14,69.99,-0.06,Write_PC_Normal,340.54
-16.26,-72.94,0.48,-70.59,-19.37,6.81,-0.08,69.89,0.01,Write_PC_Normal,340.56
-16.31,-72.78,0.43,-70.64,-19.32,6.81,-0.16,69.75,-0.07,Write_PC_Normal,340.58
-16.09,-73.49,0.36,-70.48,-19.27,6.81,-0.06,69.89,-0.17,Write_PC_Normal,340.6
-15.66,-73.34,0.3,-70.82,-19.13,6.81,0.29,70.85,-0.1,Write_PC_Normal,340.62
-15.74,-73.16,0.47,-70.36,-19.08,6.81,0.25,70.69,-0.43,Write_PC_Normal,340.64
-15.72,-73.41,0.49,-70.82,-19.02,6.81,0.63,70.54,-0.75,Write_PC_Normal,340.66
-15.5,-73.67,0.45,-69.59,-19.32,6.81,1.29,70.39,-0.74,Write_PC_Normal,340.68
-15.32,-73.26,0.17,-69.73,-19.55,6.81,2.44,70.9,-0.75,Write_PC_Normal,340.7
-15.32,-72.21,-0.18,-68.67,-19.93,6.81,4.95,71.15,-0.51,Write_PC_Normal,340.72
-15.81,-71.56,0,-68.49,-20.95,6.81,8.31,70.32,-0.34,Write_PC_Normal,340.74
-15.95,-71.66,0.27,-67.63,-21.32,6.81,7.84,69.92,-0.28,Write_PC_Normal,340.76
-16.15,-71.32,0.07,-68.36,-22.03,6.81,7.61,69.23,0.27,Write_PC_Normal,340.78
-16.32,-71.38,0.25,-68.27,-21.97,6.81,7.43,69.13,0.31,Write_PC_Normal,340.8
-16.31,-72.02,0.26,-68.7,-21.77,6.81,6.83,69.14,0.34,Write_PC_Normal,340.82
-16.14,-72.52,0.36,-69,-21.57,6.81,5.8,69.23,0.45,Write_PC_Normal,340.84
-16.1,-72.06,0.53,-70.8,-21.06,6.81,5.04,69.56,0.46,Write_PC_Normal,340.86
-16.13,-73.14,0.64,-69.7,-20.64,6.81,4.08,69.83,0.22,Write_PC_Normal,340.88
-15.76,-73.77,0.36,-70.29,-20.32,6.81,2.51,70.15,0.2,Write_PC_Normal,340.9
-15.46,-73.04,0.19,-69.79,-19.95,6.81,2.36,70.53,0.11,Write_PC_Normal,340.92
-15.35,-73.29,-0.08,-69.72,-19.84,6.81,2.85,70.72,-0.02,Write_PC_Normal,340.94
-15.26,-72.58,-0.33,-69.18,-19.89,6.81,3.39,70.73,-0.18,Write_PC_Normal,340.96
-15.38,-72.61,-0.33,-69.28,-20.01,6.81,3.59,70.61,-0.26,Write_PC_Normal,340.98
-15.4,-72.77,-0.01,-69.02,-20.19,6.81,3.59,70.44,-0.21,Write_PC_Normal,341
-15.36,-72.79,0.89,-69.16,-20.37,6.81,3.7,70.28,-0.07,Write_PC_Normal,341.02
-15.45,-72.42,0.56,-69.29,-20.37,6.81,4.25,70.15,0.01,Write_PC_Normal,341.04
-15.38,-73.15,0.4,-69.4,-20.21,6.81,4.63,70.29,-0.02,Write_PC_Normal,341.06
-15.27,-73.17,0.35,-69.52,-20.15,6.81,4.47,70.37,0.02,Write_PC_Normal,341.08
-15.22,-73.52,0.36,-69.96,-20.07,6.81,4.12,70.52,0.11,Write_PC_Normal,341.1
-15.23,-72.86,0.23,-70.17,-19.89,6.81,3.8,70.61,0.1,Write_PC_Normal,341.12
-15.31,-73.02,0.14,-69.75,-19.78,6.81,3.37,70.63,-0.01,Write_PC_Normal,341.14
-15.33,-73.11,0.33,-69.72,-19.77,6.81,3.12,70.64,-0.09,Write_PC_Normal,341.16
-15.34,-72.89,0.68,-69.9,-19.8,6.81,2.97,70.61,-0.04,Write_PC_Normal,341.18
-15.35,-73.29,0.88,-69.82,-19.8,6.81,2.85,70.61,0.01,Write_PC_Normal,341.2
-15.3,-73.2,0.69,-69.46,-19.79,6.81,2.82,70.66,-0.06,Write_PC_Normal,341.22
-15.28,-73.3,0.99,-69.55,-19.86,6.81,3,70.68,-0.1,Write_PC_Normal,341.24
-15.2,-73.42,0.89,-69.68,-19.82,6.81,3.21,70.81,-0.08,Write_PC_Normal,341.26
-15.06,-73.45,1.13,-69.5,-19.88,6.81,3.27,70.9,0.07,Write_PC_Normal,341.28
-15.13,-73.34,1.23,-70.61,-19.57,6.81,2.79,70.98,0.19,Write_PC_Normal,341.3
-15.12,-73.68,1.1,-70.95,-19.38,6.81,2.29,71.07,0.05,Write_PC_Normal,341.32
-15.05,-74.02,0.28,-70.58,-19.2,6.81,1.11,71.18,-0.19,Write_PC_Normal,341.34
-15.1,-73.41,-0.05,-70.47,-19.24,6.81,1.39,71.06,-0.14,Write_PC_Normal,341.36
-15.21,-73.03,0.18,-70.02,-19.22,6.81,2.16,70.95,-0.22,Write_PC_Normal,341.38
-15.14,-73.79,-0.07,-70.23,-19.24,6.81,2.47,70.93,-0.42,Write_PC_Normal,341.4
-14.86,-74.06,0.52,-69.85,-19.36,6.81,3.03,71.04,-0.47,Write_PC_Normal,341.42
-14.47,-74.08,-0.21,-69.53,-19.54,6.81,3.95,71.26,-0.29,Write_PC_Normal,341.44
-14.45,-73.73,-1.06,-70.29,-19.51,6.81,4.63,71.34,-0.15,Write_PC_Normal,341.46
-14.4,-73.8,-1.02,-69.63,-19.54,6.81,4.63,71.37,-0.12,Write_PC_Normal,341.48
-14.36,-73.77,-0.52,-69.87,-19.64,6.81,4.4,71.32,0,Write_PC_Normal,341.5
-14.56,-73.44,-0.24,-70.11,-19.61,6.81,4.54,71.28,0,Write_PC_Normal,341.52
-14.63,-73.68,-0.39,-69.8,-19.6,6.81,3.99,71.13,-0.01,Write_PC_Normal,341.54
-14.65,-73.7,-0.62,-70.01,-19.63,6.81,4.1,71.09,0.01,Write_PC_Normal,341.56
-14.75,-73.26,-0.11,-70.2,-19.76,6.81,3.97,70.93,0.17,Write_PC_Normal,341.58
-14.88,-73.84,0.4,-70.03,-19.66,6.81,4.01,70.87,0.13,Write_PC_Normal,341.6
-14.82,-73.63,1.1,-70.11,-19.61,6.81,3.65,70.8,0.08,Write_PC_Normal,341.62
-14.74,-73.89,1.24,-70.84,-19.53,6.81,3.62,70.87,0.11,Write_PC_Normal,341.64
-14.78,-73.26,0.88,-70.93,-19.2,6.81,3.49,71.06,0.05,Write_PC_Normal,341.66
-14.87,-73.84,0.11,-70.44,-19.18,6.81,2.73,71.06,-0.11,Write_PC_Normal,341.68
-14.74,-74.11,-0.41,-70.24,-19.2,6.81,1.92,70.96,-0.14,Write_PC_Normal,341.7
-14.69,-73.5,-0.44,-70.35,-19.22,6.81,2.02,70.82,-0.05,Write_PC_Normal,341.72
-14.76,-73.89,0.01,-70.94,-19.16,6.81,2.79,70.87,-0.08,Write_PC_Normal,341.74
-14.68,-73.41,0.58,-69.86,-19.26,6.81,3.29,71.02,-0.16,Write_PC_Normal,341.76
-14.64,-73.41,1.07,-70.43,-19.61,6.81,3.95,70.84,-0.04,Write_PC_Normal,341.78
-14.8,-73.03,0.95,-70.37,-19.48,6.81,4.91,70.84,0.04,Write_PC_Normal,341.8
-14.95,-73.14,-0.02,-70.02,-19.51,6.81,3.97,70.91,-0.02,Write_PC_Normal,341.82
-15.15,-73.08,-0.04,-70.38,-19.53,6.81,3.13,70.79,-0.18,Write_PC_Normal,341.84
-15.39,-73.05,0.08,-69.72,-19.61,6.81,2.38,70.33,-0.37,Write_PC_Normal,341.86
-15.34,-73.15,0.29,-69.41,-19.98,6.81,3.11,70.31,-0.38,Write_PC_Normal,341.88
-15.12,-74.58,0,-69.56,-19.84,6.81,4.2,70.73,-0.55,Write_PC_Normal,341.9
-14.54,-73.49,-0.18,-69.95,-19.86,6.81,4.78,71.52,-0.5,Write_PC_Normal,341.92
-14.58,-73.81,-0.66,-68.27,-20.36,6.81,5.93,71.53,-0.47,Write_PC_Normal,341.94
-14.34,-73.55,-1.52,-69.65,-20.37,6.81,6.89,71.74,-0.04,Write_PC_Normal,341.96
-14.45,-73.91,-1.41,-69.52,-20.29,6.81,6.5,71.62,0.27,Write_PC_Normal,341.98
-14.51,-73.68,-0.9,-70.39,-20.09,6.81,5.73,71.74,0.32,Write_PC_Normal,342
-14.49,-73.99,-0.46,-70.18,-19.86,6.81,4.76,71.8,0.22,Write_PC_Normal,342.02
-14.45,-74.01,0.21,-70.24,-19.68,6.81,4.01,71.77,0.1,Write_PC_Normal,342.04
-14.41,-74.73,0.12,-70.33,-19.45,6.81,3.47,71.63,0.16,Write_PC_Normal,342.06
-14.33,-73.92,-0.52,-70.12,-19.3,6.81,3.27,71.5,0.2,Write_PC_Normal,342.08
-14.33,-74.02,-0.52,-70.59,-19.23,6.81,3.39,71.43,0.08,Write_PC_Normal,342.1
-14.2,-74.23,-0.61,-70.07,-19.21,6.81,3.82,71.41,-0.18,Write_PC_Normal,342.12
-14.1,-74.38,-0.4,-70.1,-19.19,6.81,3.92,71.42,-0.2,Write_PC_Normal,342.14
-14.19,-73.52,-0.27,-70.18,-19.27,6.81,3.79,71.4,-0.14,Write_PC_Normal,342.16
-14.19,-74.62,0.13,-70.4,-19.38,6.81,3.69,71.29,-0.12,Write_PC_Normal,342.18
-14.18,-74.06,-0.43,-70.59,-19.34,6.81,3.97,71.18,-0.02,Write_PC_Normal,342.2
-14.24,-73.8,-0.18,-70.32,-19.18,6.81,4.41,71.23,-0.06,Write_PC_Normal,342.22
-14.13,-74.84,-0.33,-69.99,-19.18,6.81,4.02,71.35,-0.19,Write_PC_Normal,342.24
-14.04,-74.23,-0.2,-69.62,-19.36,6.81,3.65,71.35,-0.08,Write_PC_Normal,342.26
-14.26,-73.51,-1.09,-70.5,-19.37,6.81,4.53,71.39,-0.06,Write_PC_Normal,342.28
-14.66,-73.92,-0.34,-69.74,-19.6,6.81,3.95,70.75,-0.06,Write_PC_Normal,342.3
-14.66,-73.59,-0.17,-69.78,-19.66,6.81,4.1,70.66,-0.02,Write_PC_Normal,342.32
-14.81,-73.15,0.12,-70.28,-19.61,6.81,3.99,70.58,-0.02,Write_PC_Normal,342.34
-14.8,-74.01,-0.25,-69.67,-19.54,6.81,3.89,70.69,-0.49,Write_PC_Normal,342.36
-14.46,-74.34,-0.83,-69.6,-19.69,6.81,3.96,70.79,-0.09,Write_PC_Normal,342.38
-14.34,-73.82,-1.05,-70.48,-19.63,6.81,4.09,70.81,0.24,Write_PC_Normal,342.4
-14.56,-74.01,-0.48,-70.66,-19.34,6.81,2.95,70.65,-0.1,Write_PC_Normal,342.42
-14.32,-74.37,0.07,-70.07,-19.26,6.81,3.4,70.76,-0.31,Write_PC_Normal,342.44
-14.06,-74.52,0.04,-69.65,-19.55,6.81,4.17,71.03,0.41,Write_PC_Normal,342.46
-14.22,-72.87,-0.23,-71.5,-19.39,6.81,2.79,71.03,1.41,Write_PC_Normal,342.48
-15.28,-73.32,0.02,-71.46,-18.51,6.81,0.87,70.46,0.3,Write_PC_Normal,342.5
-14.93,-75.11,-0.21,-70.12,-18.59,6.81,0.4,70.48,-1.02,Write_PC_Normal,342.52
-14.09,-74.99,-0.36,-69.43,-18.94,6.81,2.46,71.23,-0.83,Write_PC_Normal,342.54
-13.75,-74.9,-0.4,-71.17,-19.1,6.81,2.64,71.87,0.55,Write_PC_Normal,342.56
-14.06,-73.94,0.36,-72.62,-18.54,6.81,0.86,71.85,1.07,Write_PC_Normal,342.58
-14.69,-73.87,0.06,-71.42,-18.16,6.81,0.61,71.33,-0.41,Write_PC_Normal,342.6
-14.5,-74.83,-0.19,-69.4,-18.6,6.81,2.38,71.12,-1.6,Write_PC_Normal,342.62
-13.97,-75.12,-0.86,-69.5,-19.02,6.81,4.56,71.12,-1.19,Write_PC_Normal,342.64
-13.6,-74.99,-0.73,-70.04,-19.45,6.81,3.74,71.25,0.81,Write_PC_Normal,342.66
-14.09,-74.26,-0.13,-72.39,-19.08,6.81,0.32,71.06,2.69,Write_PC_Normal,342.68
-15.5,-72.16,0.59,-74.18,-17.83,6.81,-2.81,70.4,2.23,Write_PC_Normal,342.7
-16.25,-73.38,0.76,-71.51,-17.39,6.81,-3.58,69.92,-0.46,Write_PC_Normal,342.72
-16.01,-74.09,0.39,-69.44,-18.19,6.81,-2.42,69.76,-1.73,Write_PC_Normal,342.74
-15.44,-74.15,-0.24,-69.68,-19.07,6.81,-0.02,69.93,-1.39,Write_PC_Normal,342.76
-15.52,-73.21,0.24,-70.34,-19.38,6.81,1.07,69.82,-0.72,Write_PC_Normal,342.78
-15.55,-73.41,1.12,-70.04,-19.55,6.81,1.32,69.74,-0.52,Write_PC_Normal,342.8
-15.7,-72.87,1.17,-69.91,-19.79,6.81,1.91,69.6,-0.41,Write_PC_Normal,342.82
-15.75,-73.38,0.77,-70.04,-19.86,6.81,1.79,69.53,-0.19,Write_PC_Normal,342.84
-15.94,-72.87,0.38,-70.24,-19.9,6.81,1.04,69.43,0.13,Write_PC_Normal,342.86
-16.03,-73.18,0.47,-70.51,-19.75,6.81,0.83,69.39,0.01,Write_PC_Normal,342.88
-16.04,-73.03,1.2,-70.19,-19.61,6.81,0.78,69.46,-0.06,Write_PC_Normal,342.9
-15.94,-73.47,1.59,-70.35,-19.64,6.81,0.81,69.48,-0.06,Write_PC_Normal,342.92
-15.81,-73.21,1.16,-70.39,-19.6,6.81,0.76,69.52,0,Write_PC_Normal,342.94
-15.78,-73.28,1.11,-70.52,-19.49,6.81,0.99,69.57,-0.05,Write_PC_Normal,342.96
-15.68,-73.22,0.41,-70.62,-19.44,6.81,1.08,69.65,-0.1,Write_PC_Normal,342.98
-15.63,-73.06,-0.12,-70.18,-19.48,6.81,1.55,69.75,-0.07,Write_PC_Normal,343
-15.53,-73.5,0.92,-70.44,-19.47,6.81,1.43,69.82,-0.02,Write_PC_Normal,343.02
-15.57,-73.1,1.01,-70.34,-19.46,6.81,1.65,69.81,-0.07,Write_PC_Normal,343.04
-15.43,-73.58,0.93,-70.44,-19.48,6.81,1.51,69.85,-0.09,Write_PC_Normal,343.06
-15.52,-72.95,0.02,-70.2,-19.4,6.81,1.72,69.92,-0.13,Write_PC_Normal,343.08
-15.52,-73.47,0.03,-70.17,-19.52,6.81,1.25,69.88,-0.16,Write_PC_Normal,343.1
-15.58,-73.05,-0.61,-69.64,-19.58,6.81,1.41,69.76,-0.47,Write_PC_Normal,343.12
-15.57,-73.2,-0.18,-69.37,-19.8,6.81,2.57,69.69,-0.8,Write_PC_Normal,343.14
-15.36,-73.72,0.39,-69.34,-20.12,6.81,2.96,69.63,-0.62,Write_PC_Normal,343.16
-15.02,-73.96,0.29,-69.54,-20.14,6.81,3,69.95,-0.08,Write_PC_Normal,343.18
-14.98,-73.32,-0.83,-70.1,-20.07,6.81,2.91,70.17,0.37,Write_PC_Normal,343.2
-15.08,-73.8,-0.82,-70.43,-19.7,6.81,2.77,70.48,0.41,Write_PC_Normal,343.22
-14.97,-73.97,-0.49,-70.41,-19.59,6.81,1.91,70.6,0.31,Write_PC_Normal,343.24
-14.85,-74.14,0.26,-70.66,-19.27,6.81,1.78,70.97,0.21,Write_PC_Normal,343.26
-14.68,-74.07,0.27,-70.18,-19.22,6.81,1.45,71.15,0.18,Write_PC_Normal,343.28
-14.77,-74.07,-0.41,-70.7,-18.89,6.81,1.14,71.29,0.09,Write_PC_Normal,343.3
-14.79,-74.1,-0.22,-70.59,-18.91,6.81,1.01,71.1,-0.16,Write_PC_Normal,343.32
-14.73,-74.2,-0.04,-70.36,-18.88,6.81,1.17,71.06,-0.17,Write_PC_Normal,343.34
-14.7,-74.11,-0.02,-70.72,-18.89,6.81,1.39,70.97,-0.17,Write_PC_Normal,343.36
-14.61,-74.2,-0.39,-70.71,-18.9,6.81,1.64,70.99,-0.18,Write_PC_Normal,343.38
-14.5,-74.46,-0.6,-70.58,-18.89,6.81,1.83,71.01,-0.19,Write_PC_Normal,343.4
-14.34,-74.22,-0.21,-70.86,-18.89,6.81,2.09,70.94,-0.2,Write_PC_Normal,343.42
-14.32,-74.29,-0.13,-70.34,-18.95,6.81,2.32,70.93,-0.14,Write_PC_Normal,343.44
-14.35,-74.18,-0.61,-70.25,-19.05,6.81,2.49,70.9,-0.11,Write_PC_Normal,343.46
-14.42,-74,-0.29,-70.53,-19.12,6.81,2.74,70.88,-0.09,Write_PC_Normal,343.48
-14.48,-74.24,-0.61,-70.4,-19.18,6.81,2.75,70.85,-0.06,Write_PC_Normal,343.5
-14.48,-74.03,-0.77,-70.45,-19.18,6.81,2.67,70.85,-0.07,Write_PC_Normal,343.52
-14.5,-74.03,-0.18,-70.37,-19.21,6.81,2.66,70.84,-0.07,Write_PC_Normal,343.54
-14.56,-74.44,0.5,-70.69,-19.29,6.81,2.6,70.78,-0.01,Write_PC_Normal,343.56
-14.69,-73.72,1.04,-70.28,-19.34,6.81,2.65,70.67,0.01,Write_PC_Normal,343.58
-14.78,-74.14,0.36,-70.27,-19.35,6.81,2.53,70.59,-0.03,Write_PC_Normal,343.6
-14.77,-73.96,-0.07,-70.5,-19.29,6.81,2.29,70.51,-0.03,Write_PC_Normal,343.62
-14.7,-74.11,0.41,-70.77,-19.22,6.81,2.14,70.6,-0.02,Write_PC_Normal,343.64
-14.67,-74.11,1.17,-70.49,-19.13,6.81,2.18,70.65,-0.08,Write_PC_Normal,343.66
-14.61,-73.72,0.8,-70.44,-19.16,6.81,2.48,70.72,-0.07,Write_PC_Normal,343.68
-14.73,-73.82,-0.4,-70.19,-19.27,6.81,2.62,70.63,-0.05,Write_PC_Normal,343.7
-14.8,-73.62,-0.27,-70.32,-19.35,6.81,2.69,70.56,-0.01,Write_PC_Normal,343.72
-14.83,-73.81,-0.19,-70.26,-19.43,6.81,2.6,70.5,0.03,Write_PC_Normal,343.74
-14.81,-73.83,-0.05,-70.41,-19.37,6.81,2.62,70.56,0.07,Write_PC_Normal,343.76
-14.76,-73.93,0.13,-70.29,-19.35,6.81,2.38,70.68,0.09,Write_PC_Normal,343.78
-14.81,-73.66,0.09,-69.99,-19.28,6.81,2.26,70.85,0.07,Write_PC_Normal,343.8
-15.12,-73.69,-0.48,-69.87,-19.49,6.81,1.98,70.98,-0.02,Write_PC_Normal,343.82
-15.32,-73.62,-0.06,-69.84,-19.67,6.81,1.4,70.91,-0.04,Write_PC_Normal,343.84
-15.16,-74.58,0.62,-71.1,-19.46,6.81,1.19,70.72,0.1,Write_PC_Normal,343.86
-14.76,-74.9,0.78,-71.87,-18.84,6.81,1,71.14,0.08,Write_PC_Normal,343.88
-14.43,-74.96,0.46,-70.72,-18.48,6.81,0.22,71.51,-0.05,Write_PC_Normal,343.9
-14.39,-74.9,-0.44,-71.19,-18.35,6.81,-0.07,71.54,-0.13,Write_PC_Normal,343.92
-14.37,-74.33,-0.24,-71.24,-18.22,6.81,0.26,71.48,-0.21,Write_PC_Normal,343.94
-14.47,-74.26,0.36,-70.69,-18.32,6.81,0.7,71.37,-0.29,Write_PC_Normal,343.96
-14.86,-73.55,0.51,-70.23,-18.76,6.81,1.05,71.09,-0.35,Write_PC_Normal,343.98
-15.18,-73.15,0.29,-70.46,-19.08,6.81,0.8,70.87,-0.34,Write_PC_Normal,344
-15.57,-73.02,-0.37,-69.68,-19.31,6.81,0.52,70.54,-0.26,Write_PC_Normal,344.02
-15.85,-73.22,-0.13,-69.58,-19.66,6.81,1.15,70.22,-0.25,Write_PC_Normal,344.04
-15.93,-73.15,0.95,-69.89,-19.88,6.81,1.98,70.08,-0.26,Write_PC_Normal,344.06
-15.62,-73.75,1.23,-69.1,-20.07,6.81,2.85,70,-0.23,Write_PC_Normal,344.08
-15.27,-74.6,1.37,-69.31,-20.09,6.81,3.93,70.37,-0.27,Write_PC_Normal,344.1
-14.72,-74.06,0.21,-69.76,-20.23,6.81,5.21,70.52,0,Write_PC_Normal,344.12
-14.79,-74,-0.25,-69.26,-20.18,6.81,6.37,70.82,0.05,Write_PC_Normal,344.14
-14.68,-73.56,-0.26,-68.99,-20.16,6.81,5.09,70.96,0.1,Write_PC_Normal,344.16
-14.7,-74.24,-0.09,-70.12,-19.97,6.81,3.76,70.94,0.2,Write_PC_Normal,344.18
-14.71,-73.74,0.46,-69.97,-19.67,6.81,3.5,71,-0.03,Write_PC_Normal,344.2
-14.72,-74.02,0.72,-69.91,-19.7,6.81,3.46,70.96,-0.08,Write_PC_Normal,344.22
-14.69,-74.21,0.08,-70.03,-19.56,6.81,3.36,71.07,0.05,Write_PC_Normal,344.24
-14.64,-74.3,-0.13,-69.96,-19.57,6.81,2.88,71.06,0.11,Write_PC_Normal,344.26
-14.64,-74.17,0.49,-70.29,-19.38,6.81,2.95,71.3,-0.03,Write_PC_Normal,344.28
-14.62,-74.59,0.49,-70.22,-19.33,6.81,2.67,71.45,-0.11,Write_PC_Normal,344.3
-14.55,-74.33,-0.39,-69.64,-19.36,6.81,2.43,71.47,-0.05,Write_PC_Normal,344.32
-14.69,-73.98,-0.81,-70.26,-19.38,6.81,2.3,71.38,0.02,Write_PC_Normal,344.34
-14.75,-73.96,-0.89,-70.01,-19.45,6.81,2.54,71.27,-0.01,Write_PC_Normal,344.36
-14.68,-74.29,-0.49,-70.2,-19.33,6.81,2.75,71.4,-0.03,Write_PC_Normal,344.38
